2709472	2086828	1373262	902270	633120	422288	278132	86070	66002	86710
1791958	1682388	1879652	1179850	1080628	878815	642640	650442	447882	0
1519338	694782	523490	451785	252450	77355	47990	18150	0	0
2183012	1014815	778818	701680	506295	189452	251968	0	0	0
3864165	2484822	1567012	1047242	366640	229945	0	0	0	0
2444540	1335810	906415	863665	409018	0	0	0	0	0
2439000	1592875	983065	688808	0	0	0	0	0	0
3525685	2085190	1249468	0	0	0	0	0	0	0
3578580	1875010	0	0	0	0	0	0	0	0
3046332	0	0	0	0	0	0	0	0	0
